Source	ItemID	kText	cText
string	$712	몸에 깃들어 있던 마력이 흩어지는 것을 느낍니다.	感覺到在身上的魔力散開。
string	$713	다리가 땅에 박힌 듯이 전혀 움직일 수가 없습니다.	腿像被黏液粘住一般，無法動彈。
string	$714	대자연의 따뜻한 기운이 온 몸으로 흘러들어옵니다.	大自然的溫暖氣息充滿全身。
string	$715	주변이 완전한 정적에 묻힙니다.	周圍忽然沉寂下來。
string	$716	정말로 정령력을 제거하시겠습니까? (Y/N)	真的要刪除你目前已學習的屬性魔法嗎? (Y/N)
string	$717	\f1친구가 너무 많이 등록되어 있습니다	\f1太多新的冒險者。
string	$718	무기가 보통으로 돌아왔습니다.	你的武器恢復正常。
string	$719	당신을 마법으로부터 보호하던 기운이 사라집니다.	保護你的力量已經消失。
string	$720	당신에게 깃들어 있던 정령의 가호가 사라집니다.	你的精靈庇護已經消失。
string	$721	당신을 정령의 힘으로부터 보호하던 기운이 사라집니다.	你的精靈力量已經消失。
string	$722	충만하던 마력이 사라집니다.	充沛的魔力消失了。
string	$723	당신의 무기에서 불의 기운이 사라집니다.	你的武器失去了火之力量。
string	$724	당신의 무기에서 바람의 기운이 사라집니다.	你的武器失去了風之力量。
string	$725	당신을 보호하던 대지의 기운이 사라집니다.	庇護你的大地之力量已經消失。
string	$726	허용	實際比賽
string	$727	금지	禁止
string	$728	호칭을 받지 못한 혈맹원이나 견습 혈맹원은 혈맹창고를 사용할 수 없습니다.	只有收到稱謂的人才能使用血盟倉庫。
string	$729	군주님께서 부르십니다. 소환에 응하시겠습니까? (Y/N)	盟主正在呼喚你，你要接受他的呼喚嗎？(Y/N)
string	$730	소환할 혈맹원 이름을 입력하세요.	輸入要召喚的血盟成員。
string	$731	%0%s 주최하는 음성채팅 세션에 참가하시겠습니까? (Y/N)	你要參加 %0%s 主持的語音聊天會議嗎？(Y/N)
string	$732	현재 사용중인 컴퓨터에서는 음성채팅을 호스트할 수 없습니다.	現在所使用的電腦無法使用語音聊天功能.
string	$733	%0%s 음성채팅에 참가할 수 없거나 참가를 거부하셨습니다.	%0%s 語音聊天不存在或拒絕使用者參加.
string	$734	당신이 속한 파티의 사기가 상승했습니다.	你所屬的隊員士氣上升。
string	$735	당신의 속한 파티의 사기가 충만해 졌습니다.	你的血盟盟友們充滿士氣。
string	$736	당신의 희생으로 혈맹원들이 모두 부활했습니다.	因著你的犧牲你的血盟盟友們全部復活。
string	$737	당신의 모든 생명을 소진하여 무적의 힘을 얻었습니다.	你消盡你全部的生命得到無敵的力量。
string	$738	경험치 회복에는 %0 아데나가 소모됩니다. 경험치를 회복하시겠습니까? (Y/N)	恢復經驗值需消耗%0金幣。想要恢復經驗值嗎?
string	$739	지금은 경험치를 회복할 수 없습니다.	目前無法恢復經驗值。
string	$740	홍콩용.	香港用.
string	$741	홍콩용 IP 30hours.	香港用 IP 30hours.
string	$742	파일명을 입력해주세요.	請輸入檔案名稱。
string	$743	레벨이 낮아 해당 몬스터를 소환할수 없습니다.	等級太低而無法召喚怪物
string	$744	혈맹원이 당신과 함께 순간 이동하려 합니다. 함께 이동하시겠습니까? (Y/N)	血盟成員想要與你一起瞬間移動，你要一起移動嗎？(Y/N)
string	$745	정해놓은 이용 시간이 초과되었습니다. 잠시 후 자동 종료되오니 안전한 장소에서 Logout하여 주시기 바랍니다.	目前已超使用限制時間. 等一下遊戲將自動結束請先到安全的地點登出遊戲. 
string	$746	지정된 시간 초과로 게임이 종료되었습니다.	超過指定時間而遊戲結束.
string	$747	\f1\f1고객님의 남은 시간은 %d분입니다. 정해진 이용 제한  시간이 끝나가니 나중에 다시 즐기시기 바랍니다.	\f1\f1您剩餘的時間為%d分鐘.所指定的使用限制時間將結束,請先登出後再進行遊戲.  
string	$748	혈맹원이 당신을 텔레포트 하려고 합니다. 응하시겠습니까? (Y/N)	你的血盟成員想要傳送你。你答應嗎? (Y/N)
string	$749	수신 측 번호 형식이 잘못되었습니다.	收信者的號碼型式錯誤. .
string	$750	리니지 Non PvP 버전은 만12세 이상 고객님만 이용하실 수 있습니다. 고객님의 리니지 Non PvP 버전의 캐릭터와 아이템 정보는 만 12세가 되실 때까지 당사에서 소중히 보관하고 있겠습니다.	天堂Non PvP版本只有滿12歲以上的使用者才能使用. 您的天堂Non PvP版本的角色與道具情報在您成為滿12歲之前, 本公司將為您妥善保管.  
string	$751	리니지 PvP 버전은 만15세 이상 고객님만 이용하실 수 있습니다. 고객님의 리니지 PvP 버전의 캐릭터와 아이템 정보는 만 15세가 되실 때까지 당사에서 소중히 보관하고 있겠습니다.	天堂PvP版本只有滿15歲以上的使用者才可使用. 您的天堂PvP版本的角色與道具情報在您滿15歲之前, 本公司將為您妥善保管.  
string	$752	본 서버는 만 18세 이상 고객만 사용하실 수 있습니다. 15세/12세 이용가 서버를 이용해 주시기 바랍니다.	本伺服器只有滿18歲以上的使用者才能使用. 請利用15歲/12歲 使用者的伺候器.
string	$753	https://secure.lineage.co.kr/account/secure/real_name/ssn_validate.asp	https://secure.lineage.co.kr/account/secure/real_name/ssn_validate.asp
string	$754	본 서버는 만 18세 이상 인증 후 사용하실 수 있습니다. %s에서 만 18세 이상 인증 확인을 받으시기 바랍니다.	本伺服器要經過滿18歲以上認證後才能使用，請在%s認證是否為滿18歲以上。
string	$755	\f1투명 상태에서는 아이템 교환을 하실 수 없습니다.	\f1在透明狀態無法交換道具。
string	$756	\f1당신은 이미 다른 마을 소속으로 등록되어 있습니다.	\f1你已經登錄為所屬於其他村莊。
string	$757	\f1마을 등록을 위해서는 10 레벨 이상이 되어야 합니다.	\f1想要在村莊登錄必須在10等級以上。
string	$758	현재 당신이 등록되어 있는 마을은 %0입니다.	目前你所登錄的村莊為%0。
string	$759	\f1새롭게 마을에 등록하기 위해서는 시간 경과가 필요합니다. 이후에 다시 등록해 주시기 바랍니다.	\f1想要新登錄村莊，必須有暫緩的時間，請下次再登錄。
string	$760	마을 등록이 취소되었습니다. 한달 후에 다시 등록할 수 있습니다.	村莊登錄被取消，請一個月後再登錄。
string	$761	%0 아데나를 마을로부터 지원 받았습니다.	從村莊得到%0 金幣的支援。
string	$762	월	月
string	$763	일	日
string	$764	새로운 촌장에 %s이(가) 선정되었습니다.	新村長由%s選出
string	$765	주민으로 등록하기 위해서는 등록비 %d아데나가 필요합니다. 등록하시겠습니까? (Y/N)	想要登記為居民必需要繳交登記費%d金幣。你想要登記嗎？(Y/N)
string	$766	이미 보상금을 받아갔거나, 마을에 대한 공헌도가 부족하여 보상금을 받을 수 없습니다. 다음 달에 다시 오시기 바랍니다.	你可能已經取得補償金，或者對於村莊的貢獻度不足而無法得到補償金。請在下月再來。
string	$767	마을 지원비가 없습니다. 다음 달에 다시 오시기 바랍니다.	沒有村莊支援費，請在下個月再來。
string	$768	%0 merged into %1	%0 合併到 %1
string	$769	다시 한 번 확인하시기 바랍니다. \f2%s\f>와(과) 정말로 교환하시겠습니까? (Y/N)	請重新確認欲交換的道具是否正確，你真的要交換嗎？(Y/N)
string	$770	등록을 취소하면 5일이 지나야 재등록이 가능합니다. 정말 등록을 취소 하시겠습니까? (Y/N)	取消登記後要經過5天後才可能再登記，你真的要取消登記嗎？(Y/N)
string	$771	혈맹군주	聯盟君主
string	$772	수호기사	守護騎士
string	$773	일반	一般
string	$774	견습	見習
string	$775	접속중인 혈맹원	在線上的血盟成員
string	$776	비접속중인 혈맹원	未上線的血盟成員
string	$777	결혼은 아덴서의 성당에서만 가능합니다.	需要教堂才能結婚
string	$778	%s혈맹원의 새로운 계급을 입력하세요. [계급 = 수호기사, 일반, 견습]	請輸入 %s血盟員的新階級[階級 = 守護騎士、一般、見習]
string	$779	계급	階級
string	$780	\f1다음과 같이 입력하십시오: "/계급 \f0캐릭터이름 계급[수호기사, 일반, 견습]\f1"	\f1請依照如下輸入："/階級 \f0角色名稱 階級[守護騎士、一般、見習]\f1"
string	$781	계급을 변경할 사람의 이름과 계급을 입력하십시오. [계급 = 수호기사, 일반, 견습]	請輸入想要變更階級的人的名稱與階級。[階級 = 守護騎士、一般、見習]
string	$782	%s 혈맹의 %s이(가) 라스타바드군을 물리쳤습니다.	%s 血盟的 %s打敗了反王 
string	$783	%s 혈맹이 %s의 새로운 주인이 되었습니다.	%s 血盟成為新主人
string	$784	당신의 계급이 %s(으)로 변경되었습니다.	你的階級變更為%s
string	$785	당신은 더 이상 군주가 아닙니다.	你不再是君主了
string	$786	에바의 축복	伊娃之祝福
string	$787	혈맹연합에 가입하면 당신의 혈맹창고의 모든 아이템이 사라집니다. 정말 가입하시겠습니까? (Y/N)	加入血盟的話，目前血盟倉庫中的所有道具會消失。你真正要加入嗎？
string	$788	청혼	求婚
string	$789	이혼	離婚
string	$790	두 사람의 결혼이 모든 사람의 축복속에 이루어졌습니다.	倆人的結婚在所有人的祝福下完成
string	$791	결혼 반지에서 아인하사드의 기운이 느껴집니다.	需要補充結婚戒指的能量
string	$792	볼륨 조정	音效調整
string	$793	배경음	背景音
string	$794	효과음	效果音
string	$795	현재는 지원되지 않습니다.	尚不支援
string	$796	편지	信紙
string	$797	기존의 패스워드와 최소 2자 이상이 달라야 합니다.	與原密碼要有2個字以上不同
string	$798	Keyboard Driver가 검출되었습니다.	搜尋到鍵盤驅動程式。
string	$799	키보드 보안 입력을 위해 추가기능을 설치하시겠습니까?	為了鍵盤的防護輸入，您要安裝此功能嗎？
string	$800	(추가기능 설치후, 시스템 reboot 필수)	(安裝後，系統必須重新啟動)
string	$801	설치가 완료 되었습니다.	安裝完成 
string	$802	시스템을 reboot 합니다.	系統即將重新啟動
string	$803	설치 실패.	安裝失敗
string	$804	키보드 보안을 적용하지 않고 계속합니다.	鍵盤防護未適用
string	$805	키보드 보안에 필요한 파일이 존재하지 않습니다.	鍵盤防護所需檔案不存在。
string	$806	(npkeyc.vxd, npkeyc.sys, npkeycs.sys)	(npkeyc.vxd、npkeyc.sys、npkeycs.sys)
string	$807	USB Keyboard가 검출되었습니다.	搜尋到隨插即用鍵盤
string	$808	Show tips at startup	遊戲開始前出現遊戲提示
string	$809	선택하신 서버는 PC방 전용 서버입니다. 리니지 가맹 PC방에서만 접속하실 수 있습니다. 자세한 사항은 리니지 고객센터로 문의하시기 바랍니다.	選擇活動的伺服器是網咖專用伺服器，只能在天堂授權網咖裡連結，詳細內容請洽天堂客服中心。
string	$810	nProtect 관련 파일 초기화 에러가 발생했습니다. 관리자 계정으로 로그인하여 게임을 실행하시기 바랍니다. 감사합니다.	nProtect相關檔案原始化發生錯誤，請使用管理者帳號來登入執行遊戲，謝謝！
string	$811	혈맹 마크가 너무 작습니다.	血盟徽章太小
string	$812	공성전에 참여하기 위해서는 혈맹 문장이 필요합니다.	想要參加攻城戰需有盟徽
string	$813	%2%s %0 에게서 %1%o 얻었습니다.	隊員%2%s 從%0 取得 %1%o
string	$814	당신의 무기에 독이 스며들며 위험한 기운을 내뿜습니다.	你的武器滲入毒物，並散發危險。
string	$815	당신의 온몸을 어두운 그림자가 감싸며 사라집니다.	你的全身被黑影圍繞並消失。
string	$816	광물에 잠재되어 있는 마력을 끄집어 냅니다.	吸取礦區中潛藏的力量。
string	$817	다리의 피로가 사라지며 가벼워 집니다.	腿的疲勞消失，並感覺輕快了。
string	$818	사념이 사라지며 정신이 맑아집니다.	邪念消失，精神變得明朗了。
string	$819	주위가 칠흙같은 어둠으로 감싸입니다.	周圍圍繞著黑暗。
string	$820	몸 속의 기운이 변화하는 것을 느낍니다.	你感受到體內氣息的變化。
string	$821	당신의 무기에서 알 수 없는 힘이 느껴집니다.	你的武器產生一股不明力量。
string	$822	몸 속 깊숙한 곳에서 알 수 없는 힘이 생기는 것을 느낍니다.	你感受到體內深處產生一股不明力量。
string	$823	당신의 무기가 어둠의 그림자에 의해 날카로와 집니다.	你的武器因黑影變得更加銳利。
string	$824	당신의 모든 체력과 정신이 소진되는 것을 느낍니다.	你感受到所有的體力與精神正在耗損。
string	$825	당신을 감싸던 오라가 사라집니다.	你感受到身上的力量減弱了。
string	$826	STR_REMOVE_AVATAR,	STR_REMOVE_AVATAR。
string	$827	당신의 무기에서 독의 기운이 사라집니다.	你武器的毒性已經消失。
string	$828	정신의 집중력이 사라져 갑니다.	精神集中力已經消失。
string	$829	당신의 무기를 감싸던 기운이 사라집니다.	圍繞在武器的氣息已經消失。
string	$830	몸 속에서 느껴지던 힘이 사라져 갑니다.	體內的力量已經消失。
string	$831	독에 대한 저항력이 사라져 갑니다.	對毒性的抵抗力已經消失。
string	$832	다리가 무거워지는 것을 느낍니다.	腿變得沉重。
string	$833	홈페이지에서 비밀번호가 변경되었습니다	網頁上的密碼有變更，因此強制結束。
string	$834	STR_WAREHOUSE_NEED_PASSWD,	倉庫密碼。
string	$835	창고 비밀번호가 일치하지 않습니다.	密碼錯誤。
string	$836	'%s'에게 '%d'의 데미지를 입었습니다.	'%s'受到 '%d'的損害。
string	$837	'%s'에게 '%d'의 데미지를 가했습니다.	利用'%d'傷害'%s'。
string	$838	현재 설정된 창고 비밀번호를 입력하세요.(6자리) 설정된 비밀번호가 없는 경우는 입력없이 'OK'를 눌러주세요.	請輸入密碼(6位數)，如果沒有密碼請直接按”OK”。
string	$839	변경(설정)할 창고 비밀번호를 입력하세요.(6자리)	請輸入新密碼(6位數，只能用滑鼠點選小鍵盤才能輸入)。
string	$840	변경(설정)할 창고 비밀번호를 다시한번 입력하세요.(6자리)	請再次輸入新密碼(6位數，只能用滑鼠點選小鍵盤才能輸入)。
string	$841	창고 비밀번호를 입력해주세요.(6자리)	請輸入密碼(6位數，只能用滑鼠點選小鍵盤才能輸入)。
string	$842	창고 비밀번호가 올바르지 않습니다. 다시 입력해주세요.	密碼必須為6位數字。
string	$843	혈맹원 %0%s 방금 게임에 들어왔습니다.	血盟成員%0%s剛進入遊戲。
string	$844	시각	時間
string	$845	현재 시각은 %s입니다.	目前時間為 %s。
string	$846	선택된 항목을 삭제하시겠습니까? (Y/N)	要刪除所選擇的項目？（y/N）
string	$847	정말로 %s이(가) 맞습니까? (Y/N)	%s為正確嗎？（y/N）　
string	$848	시스템 재부팅이 필요합니다.	系統需重新啟動。
string	$849	이동속도 및 공격속도가 빨라집니다.	暫時提升移動與攻擊速度
string	$850	이동속도 및 공격속도가 느려집니다.	暫時降低移動與攻擊速度
string	$851	이동속도 및 공격속도가 빨라집니다.	暫時提升移動與攻擊速度
string	$852	스펠 파워가 향상됩니다.	暫時提高魔攻
string	$853	방어력이 향상됩니다.	暫時提高防禦力
string	$854	힘이 강해집니다.	暫時提高力量值
string	$855	몸놀림이 가벼워집니다.	暫時提高敏捷值
string	$856	수중에서 호흡이 가능해집니다.	暫時能在海裡呼吸
string	$857	공격력과 명중률이 향상됩니다.	暫時提高攻擊力與命中率
string	$858	마법 방어력이 향상됩니다.	暫時提高魔法防禦力
string	$859	속성 방어력이 향상됩니다.	暫時提高屬性的防禦力
string	$860	지정한 속성 방어력이 향상됩니다.	暫時提高指定的屬性防禦力
string	$861	마력이 향상됩니다.	暫時提高3點精神值
string	$862	접근 공격력이 향상됩니다.	暫時提高攻擊力
string	$863	활의 명중률이 향상됩니다.	暫時提高遠距離攻擊力與命中率
string	$864	명중률과 마법방어력이 향상됩니다.	暫時提高命中率與魔法防禦力
string	$865	방어력이 향상됩니다.	暫時提高防禦力
string	$866	공격력이 향상됩니다.	暫時提高攻擊力
string	$867	무기에 독속성이 부여됩니다.	攻擊時隨機讓敵人中毒
string	$868	공격력이 강해집니다.	暫時提高致命攻擊的機率
string	$869	일정 확률로 적에게 두배의 데미지를 입힙니다.	攻擊時無視敵人防禦力
string	$870	공격 회피율이 향상됩니다.	暫時提高迴避率
string	$871	독에 대한 내성이 강해집니다.	暫時提高對毒性的抵抗力
string	$872	이동속도가 빨라집니다.	暫時提高移動速度
string	$873	선택한 아이템들을 삭제하시겠습니까? (Y/N)	要刪除所選擇的道具嗎？(Y/N)
string	$874	Windows 95, 98 호환모드에 문제가 발생하였습니다. 해당 모드를 제거합니다. 리니지를 다시 실행시켜주세요.	windows 95, 98 互換模式發生問題，將清除該模式，請重新執行天堂。
string	$875		
string	$876	이 곳에서는 개인 상점을 열 수 없습니다.	無法在此開設個人商店。
string	$877	%1%o %0에게 판매했습니다.	將 %1%o 賣給 %0。
string	$878	전체	全部
string	$879	장비	裝備
string	$880	퀘스트	任務
string	$881	기타	道具
string	$882	장비	裝備欄
string	$883	상태	角色狀態
string	$884	공격태세	攻擊模式
string	$885	공격목표지정	指定攻擊目標
string	$886	메뉴선택	選擇選單
string	$887	휴식	休息
string	$888	방어태세	防禦模式
string	$889	산개	散開
string	$890	경계	警戒
string	$891	수집	收集
string	$892	해산	解散
string	$893	1단계	1階段
string	$894	2단계	2階段
string	$895	3단계	3階段
string	$896	4단계	4階段
string	$897	한 번에 8종류까지 물건을 %s할 수 있습니다.	不能一次販賣8樣以上的物品。
string	$898	1개당 \f2가격\f>을 설정해 주세요.	請設定1件物品的價格。
string	$899	1개당 %s아데나	1件 %s金幣
string	$900	1개당 가격이 1 ~ %d 아데나만 허용합니다.	1件物品的價格無法超過 %d金幣。
string	$901	%s개수가 %d개를 초과할 수 없습니다.	販賣數量無法超過 %d個。
string	$902	개인상점모드가 시작되었습니다.	開始個人商店模式。
string	$903	개인상점모드가 종료되었습니다.	結束個人商店模式。
string	$904	총 판매가격이 %d아데나를 초과할 수 없습니다.	總共販賣價格無法超過 %d金幣。
string	$905	착용하고 있는 아이템은 판매할 수 없습니다.	無法販賣裝備中的道具。
string	$906	판매하려는 아이템과 소지하고 있는 아이템이 일치하지 않습니다.	您要販賣的道具與擁有的道具不一致。
string	$907	상점	商店
string	$908	개인 상점에 등록된 아이템이 없습니다.	請確認您想販賣或購買的物品是否正確？
string	$909	매크로	自動發言
string	$910	MP 회복량이 증가합니다.	提高魔力的回復量
string	$911	변신상태가 지속됩니다.	變形成其它怪物的外形
string	$912	채팅을 할 수 없습니다.	目前被禁言中
string	$913	켄트성	肯特城
string	$914	오크 요새	妖魔城
string	$915	윈다우드성	風木城
string	$916	기란성	奇岩城
string	$917	하이네성	海音城
string	$918	지저성	侏儒城
string	$919	아덴성	亞丁城
string	$920	디아드 요새	狄亞得要塞
string	$921	성이름 9	城名稱 9
string	$922	성이름 10	城名稱 10
string	$923	성이름 11	城名稱 11
string	$924	성이름 12	城名稱 12
string	$925	아이템	道具
string	$926	아이템	道具
string	$927	아직은 상점을 열 수 없습니다.	目前無法開啟商店
string	$928	\f1%0: 펫전용이빨	\f1%0：寵物專用牙
string	$929	다시 한 번 확인하시기 바랍니다. \f2%s\f> 수치를 올리시겠습니까? (Y/N)	請再次確認是否要提升\f2%s\f>？(Y/N)
string	$930	남은 시간	剩餘時間
string	$931	초	秒
string	$932	장착 중인 아이템은 거래할 수 없습니다.	裝備中的道具無法交易
string	$933	\f2몇개\f>를 %s하겠습니까? (1-%u, Enter=모두, Esc=취소)	想要\f2%s\f>幾個呢？(1-%u, Enter=全部，Esc=取消)
string	$934	판매	販售
string	$935	구매	購買
string	$936	아데나가 부족하여 구매 할 수 없습니다.	金幣不足，無法購買。
string	$937	%s를 허용하지 않는 아이템 입니다.	不被允許%s的道具。
string	$938	숫자만 입력할 수 있습니다	只能輸入數字。
string	$939	아직은 사용할 수 없습니다	尚未開放。
string	$940	이미 아이템이 상점창에 올라가 있습니다	已經陳列到視窗了。
string	$941	거래할 수 없는 아이템입니다.	此為無法交易的道具。
string	$942	상대의 소지품 무게가 너무 무거워서 더 이상 줄 수 없습니다.	對方的負重太重，無法再給予。
string	$943	장사채팅	買賣對話
string	$944	\f2%s\f>을 사용하시겠습니까? (Y/N)	欲使用\f2%s\f>嗎？(Y/N)
string	$945	불법 프로그램이 발견되어 종료합니다.	發現外掛程式因此強制中斷遊戲
string	$946	보안프로그램이 발견되지 않아 종료합니다.	未發現防護程式因此強制中斷遊戲
string	$947	친구	好友名單
string	$948	친구추가	新增好友
string	$949	친구삭제	刪除好友
string	$950	%1%s %0%o 획득했습니다.	獲得%1%s %0%o
string	$951	\f2%0\f>%s \fU채팅파티 초대\f>하였습니다. 허락하시겠습니까? (Y/N)	您要接受玩家 %0%s 提出的隊伍對話邀請嗎？(Y/N)
string	$952	너무 멀어서 파티에 초대 할 수 없습니다.	距離太遠以致於無法邀請至隊伍。
string	$953	\f2%0\f>%s \fU파티 초대\f>하였습니다. 허락하시겠습니까? (Y/N)	玩家 %0%s 邀請您加入隊伍？(Y/N)
string	$954	\f2%0\f>%s \fU자동분배파티\f> 초대하였습니다. 허락하시겠습니까? (Y/N)	您答應隊伍自動分配的邀請嗎？(Y/N)
string	$955	%s에게 파티 초대를 신청하였습니다.	邀請%s組隊
string	$956	채팅파티	隊伍對話
string	$957	채팅초대	邀請組隊
string	$958	채팅탈퇴	退出隊伍
string	$959	채팅추방	被驅逐了
string	$960	누구를 채팅파티에 초대하시겠습니까?	您想要邀請誰至組隊對話呢？
string	$961	누구를 채팅파티에서 추방하시겠습니까?	您想要驅逐誰離開隊伍對話呢？
string	$962	활의 공격력과 명중률이 향상됩니다.	暫時提升弓的攻擊力及命中率
string	$963	활의 명중률이 떨어지고 공격력이 향상됩니다.	暫時提升弓的攻擊力 但命中率下降
string	$964	무기에 성스러운 힘이 부여됩니다.	在武器上附加神聖的力量
string	$965	버서크 상태가 됩니다.	使人變得狂暴
string	$966	마법의 힘으로 보호받습니다.	感受到魔法保護的力量
string	$967	절대적인 보호막으로 보호받습니다.	感受到魔法保護的屏障
string	$968	다크엘프의 힘이 강해집니다.	暫時提升力量
string	$969	다크엘프의 몸놀림이 가벼워집니다.	暫時提升敏捷
string	$970	다크엘프의 회피력이 향상됩니다.	暫時提升迴避率
string	$971	다크엘프의 방어력이 향상됩니다.	暫時提升防禦力
string	$972	땅의 축복으로 방어력이 향상됩니다.	暫時提升防禦力
string	$973	땅의 축복으로 파티전체 방어력이 향상됩니다.	暫時提升防禦力
string	$974	방어력이 크게 향상됩니다.	暫時提升防禦力
string	$975	HP 회복 능력이 향상됩니다.	暫時提升體力回復量
string	$976	정말로 속죄의 대가를 치르겠습니까? (Y/N)	你真的要進行贖罪嗎？
string	$977	하루동안 접속할 수 있는 시간을 초과 접속을 끊습니다.	你己經超過一天可以連線的時間，已遭系統驅逐。
string	$978	남은시간	剩餘時間
string	$979	하루동안 접속 할 수 있는 시간이 %d분 남았습니다.	你剩下的的連線時間為%d分鐘。
string	$980	파티전체의 접근 공격력이 향상됩니다.	全體隊員的攻擊力提升
string	$981	접근 공격력이 대폭 향상됩니다.	攻擊力大幅提升
string	$982	HP와 MP의 최대치가 증가합니다.	提升體力與魔力的最大值
string	$983	MP 회복 능력이 향상됩니다.	提升魔力回復量
string	$984	짐이 가벼워 집니다.	提升載重量
string	$985	물약을 사용할 수 없습니다.	無法使用藥水
string	$986	마법을 사용할 수 없습니다.	無法使用藥水
string	$987	방어력과 명중률이 떨어집니다.	防禦力與命中率降低
string	$988	공격력과 명중률이 떨어집니다.	攻擊力與命中率降低
string	$989	개인상점 유저와는 교환을 할 수 없습니다.	無法與開設個人商店的玩家進行交易。
string	$990	성문 자동 수리를 명령했습니다.	下令城門自動修復功能。
string	$991	성문 자동 수리 명령을 취소했습니다.	取消城門自動修復功能。
string	$992	아데나는 삭제할 수 없습니다.	無法刪除金幣。
string	$993	세계수의 영향 아래에 있습니다.	沐浴在森林之母的庇蔭下。
string	$994	자연치유의 손길을 받습니다.	增加額外回血量。
string	$995	텔레포트할 혈맹원 이름을 입력하세요.	請選擇要召喚的血盟成員。
string	$996	접속한 혈맹원이 없습니다.	沒有可以召喚的血盟成員。
string	$997	부활후 경험치가 복구 되었습니다.	復活後經驗值回復了。
string	$998	그 열쇠로 들어갈 수 없습니다.	無法使用該鑰匙進入。
string	$999	스턴 상태입니다.	處於昏迷狀態。
string	$1000	발이 묶여 움직일 수 없습니다.	雙腳受困無法移動。
string	$1001	공격 속도가 느려집니다.	攻擊速度變慢。
string	$1002	복구 후 다시 삭제를 시도하면<BR>7일간의 삭제대기 기간을 갖게 됩니다.<BR>삭제 대기중인 \fZ%s\f>을(를)<BR>복구 하시겠습니까? 	取消刪除後，如果再進行刪除，就必須重新等待7天的時間。		您確定要取消刪除\fZ%s\f>嗎？
string	$1003	투명상태에서 사용할 수 없는 마법입니다.	透明狀態無法使用的魔法。
string	$1004	%s 이(가) 봉인되었습니다.	%s 被封印。
string	$1005	%s의 채팅파티 초대에 거절하였습니다.	拒絕%s的聊天群組的邀請。
string	$1006	장사필터	買賣過濾
string	$1007	마력 회복 속도가 빨라지는 것을 느낍니다.	你感覺到魔力恢復速度加快。
string	$1008	그 상태로는 시전할 수 없습니다.	在這個狀態無法施法。
string	$1009	속성저항력이 저하 합니다.	弱化屬性效果 
string	$1010	카운터 미러 효과	鏡反射效果 
string	$1011	이레이즈 매직 효과	消除魔法效果 
string	$1012	무게게이지를 오버해도 MP,HP 를 회복 합니다.	體能激發效果 
string	$1013	워터 라이프 효과	全身充滿水的活力。 
string	$1014	정령의 힘을 얻어 공격력이 강해 집니다.	屬性之火效果 
string	$1015	%s 이(가) 봉인 해제되었습니다.	%s 解除封印。
string	$1016	환경음	環境音
string	$1017	환경설정이 잘못 되었습니다.	環境設定錯誤
string	$1018	전체채팅	全體聊天
string	$1019	신고 되었습니다.	申訴
string	$1020	이미 신고 되었습니다.	已申訴
string	$1021	잠시후 다시 신고해 주십시오.	請稍後再進行申訴
string	$1022	신고	申訴
string	$1023	신고할 캐릭터를 선택해 주세요.	請選擇要申訴的角色
string	$1024	신고내역	申訴明細
string	$1025	신고삭제	刪除申訴
string	$1026	@고객님의 계정은 수사(사법)기관으로 부터 공식적인 요청에 의해 사용이 임시 정지된 상태입니다. 해당 기관으로 부터의 공식적인 요청은 법적인 효력이 발생하기에 이러한 조치가 취해졌으니 자세한 사항은 담당 서버로 문의해주시기 바랍니다.	@您的帳戶已由司法機關提出正式請求而被停止使用。相關機關的正式請求具有法律效果，故採取這一措施，詳細情況請諮詢相應服務部門。
string	$1027	장착된 무기가 강제로 해제되었습니다.	裝備的武器被強制解除。
string	$1028	고가의 아이템입니다. 다시 한번 확인해주시기 바랍니다. 정말로 구입하시겠습니까? (Y/N)	這是高價物品。請再次進行確認，確定要購買嗎？(Y/N)
string	$1029	http://cs.lineage.co.kr/ncotp/main.asp	http://cs.lineage.co.kr/account/motp/main.asp
string	$1030	게임 시간이 3시간을 초과하여 경험치/아이템 획득이 절반으로 되었습니다.	遊戲時間已超過3個小時，經驗值/物品掉寶率已減半。
string	$1031	게임 시간이 5시간을 초과하여 경험치/아이템을 획득할 수 없게 되었습니다.	遊戲時間已超過5個小時，無法獲得經驗值/物品。
string	$1032	%d 번째 보안카드 비밀번호를 입력해주세요.	請輸入第%d個安全密碼。
string	$1033	드래곤외침	龍吼
string	$1034	이 계정은 타인의 정보를 이용한 가입 등과 관련하여 임시로 이용이 제한된 상태입니다. 해당 사유와 무관하실 경우 본인 확인의 절차를 거쳐 주시기 바라며 이와 관련된 문의는 당사의 고객센터를 이용하여 주시기 바랍니다.<BR><BR>리니지 홈페이지 http://www.lineage.co.kr 의 리니지고객센터에서 해당 서버 GM에게 문의하여 주시기 바랍니다.	此帳號由於盜用他人資訊註冊等相關原因已被臨時停止。若與相關事由無關，則請進行本人身分確認步驟，相關的疑問事項請與本公司的客戶服務中心取得聯繫。<BR><BR>在天堂網站 http://www.lineage.co.kr 的天堂客服中心上請與相應服務的GM提出疑問事項。
string	$1035	리니지는 가상 IP 등을 통하여 복수 접속을 할 경우 접속이 제한될 수 있습니다.   	若透過虛擬IP等方式進行天堂遊戲的多重連接，則可能會被限制連接。
